date,label,arm,g
2018-07-16,z,treatment_u,-0.4195506183314446
2018-07-17,z,treatment_u,-0.1914293857002102
2018-07-18,z,treatment_u,-0.23525567791434948
2018-07-19,z,treatment_u,-0.3621315922060934
2018-07-20,z,treatment_u,-0.2365233221634315
2018-07-23,z,treatment_u,-0.2428334200913117
2018-07-24,z,treatment_u,-0.026424662496668777
2018-07-25,z,treatment_u,-0.10285738080175827
2018-07-26,z,treatment_u,-0.08441678687685569
2018-07-27,z,treatment_u,-0.14897584677361456
2018-07-30,z,treatment_u,-0.05690456968254903
2018-07-31,z,treatment_u,-0.01521955866218979
2018-08-01,z,treatment_u,-0.09536407650371578
2018-08-02,z,treatment_u,-0.06598277986462484
2018-08-03,z,treatment_u,-0.02865038589302986
2018-08-06,z,treatment_u,-0.2775067955553446
2018-08-07,z,treatment_u,-0.20276589293467465
2018-08-08,z,treatment_u,-0.018207857098860525
2018-08-09,z,treatment_u,-0.07487987143746436
2018-08-10,z,treatment_u,0.21053488126994907
2018-08-13,z,treatment_u,0.11210685941992711
2018-08-14,z,treatment_u,0.09125318059947929
2018-08-15,z,treatment_u,0.1260792020271092
2018-08-16,z,treatment_u,0.23839748254114754
2018-08-17,z,treatment_u,0.3054855347659465
2018-08-20,z,treatment_u,0.29171553494460756
2018-08-21,z,treatment_u,0.15268623395832479
2018-08-22,z,treatment_u,0.17675237015955383
2018-08-23,z,treatment_u,0.04915497904324742
2018-08-24,z,treatment_u,-0.10362565602724472
2018-08-27,z,treatment_u,-0.2508576632916079
2018-08-28,z,treatment_u,-0.35705368452057057
2018-08-29,z,treatment_u,-0.47901285116782805
2018-08-30,z,treatment_u,-0.3588947764377228
2018-08-31,z,treatment_u,-0.3490262725614021
2018-09-04,z,treatment_u,-0.39749977027659356
2018-09-05,z,treatment_u,-0.24214240154009353
2018-09-06,z,treatment_u,0.09272671185081094
2018-09-07,z,treatment_u,0.039290322720606924
2018-09-10,z,treatment_u,-0.10526829844107188
2018-09-11,z,treatment_u,-0.17643215503631834
2018-09-12,z,treatment_u,-0.2604658209717847
2018-09-13,z,treatment_u,-0.24010715121836235
2018-09-14,z,treatment_u,0.08385937583201283
2018-09-17,z,treatment_u,0.07910505979691518
2018-09-18,z,treatment_u,0.08048263764420666
2018-09-19,z,treatment_u,0.14263201324260483
2018-09-20,z,treatment_u,-0.026110646663516375
2018-09-21,z,treatment_u,0.05105671968890767
2018-09-24,z,treatment_u,-0.11794648356676209
2018-09-25,z,treatment_u,-0.13558976136899864
2018-09-26,z,treatment_u,0.1327492467269422
2018-09-27,z,treatment_u,-0.18231966353074242
2018-09-28,z,treatment_u,0.04576823901760495
2018-10-01,z,treatment_u,-0.011663209710080343
